model,sentence,predicted_label,original_label,is_correct,intent_count
Llama-1B, show flights from new york city to las vegas,(atis_flight),(atis_flight),1,1
Llama-1B, show me all flights from san francisco to washington dc,(atis_flight),(atis_flight),1,1
Llama-1B, what is the cheapest round trip fare from atlanta to pittsburgh,(atis_airfare),(atis_airfare),1,1
Llama-1B,Show me round trip fares from New York to Miami and all the US Air flights leaving Pittsburgh between 12 and 4 in the afternoon.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Show me all flights from Philadelphia to Dallas which arrive before 3 o'clock PM on Saturday and include airlines that fly to Miami from New York on Friday.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,What are the first class fares from Dallas to Baltimore and what flights are there Tuesday morning from Dallas to Atlanta?,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, show me fares leaving on tuesdays from denver to dallas,(atis_airfare),(atis_airfare),1,1
Llama-1B,Please show me airlines with service from Boston to Denver and let me know if Northwest flies into Denver.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Please tell me which airlines serve Pittsburgh, provide the latest flight out of Denver arriving in Pittsburgh next Monday, and give me the flight number and time for the cheapest first class fare from San Francisco to Pittsburgh leaving after 8 PM Monday night.","(atis_airline, atis_flight, atis_flight_no)","(atis_airline, atis_flight, atis_flight_no)",1,3
Llama-1B,"Show me the fares for Delta flights from Dallas to San Francisco, check if there is a TWA flight from Baltimore to San Francisco with a stop in Denver, and I would like the evening schedule of flights from San Francisco to Washington.","(atis_airfare, atis_flight, atis_flight_time)","(atis_airfare, atis_flight, atis_flight_time)",1,3
Llama-1B, which airlines serve denver,(atis_airline),(atis_airline),1,1
Llama-1B,Please show me flights from Dallas Fort Worth to Atlanta on Monday and tell me which airlines fly from BWI to Dallas Fort Worth.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, could i have listings of flights from new york to montreal canada leaving on wednesday,(atis_flight),(atis_flight),1,1
Llama-1B,Please list the American Airlines flights from Dallas to San Francisco and show me airlines with service from Boston to Denver.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,Show me airlines going from Pittsburgh to Denver and then continuing to San Francisco on Monday while also showing flights from Pittsburgh to Baltimore.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"I would like the first flight from Dallas into Houston on March first and the last flight from Houston back to Dallas on March first, and please list the fares of US Air flights from Boston to Philadelphia.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Show me the itinerary for the connecting flight from Dallas Fort Worth to San Francisco that departs Dallas Fort Worth at 1940 while also telling me what time the last flight from Washington to San Francisco is.,"(atis_flight, atis_flight_time)","(atis_flight, atis_flight_time)",1,2
Llama-1B,I'd like information on all the flights from San Francisco to Pittsburgh on Tuesday while listing the number of people that can be carried on each type of plane that flies between Pittsburgh and Baltimore.,"(atis_flight, atis_capacity)","(atis_flight, atis_capacity)",1,2
Llama-1B, list all flights at general mitchell international,(atis_flight),(atis_flight),1,1
Llama-1B,"What flights are there from Houston to Milwaukee on Friday evening on American Airlines, and what airlines fly from Boston to Washington?","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, show me all flights from denver to baltimore,(atis_flight),(atis_flight),1,1
Llama-1B,"Please list all flights from Philadelphia to Boston, list fares for flights from Atlanta to Philadelphia on August the first, and list the flights and their cost of all airlines flying from Denver to Baltimore.","(atis_airfare, atis_flight)","(atis_flight, atis_airfare, atis_flight#atis_airfare)",0,3
Llama-1B,"What is the airfare between Denver and Pittsburgh, and what round trip flights between Atlanta and Denver qualify for fare code QX?","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, what flights do you have in the morning of september twentieth on united airlines from pittsburgh to san francisco and a stopover in denver,(atis_flight),(atis_flight),1,1
Llama-1B, could you list for me the flights that leave oakland on sunday and arrive in dallas,(atis_flight),(atis_flight),1,1
Llama-1B,"I would like to fly from Boston to Denver early in the morning, then find out the schedule of flights from Atlanta to Boston on August first, and since I'm traveling from Boston to Atlanta, I'd like to go sometime after 5 PM while knowing what kind of airplane it's on.","(atis_flight, atis_flight_time, atis_aircraft)","(atis_flight, atis_flight_time, atis_aircraft)",1,3
Llama-1B,"Show me the airlines that fly from Toronto to Boston, and list the flights from Baltimore to Seattle that stop in Minneapolis.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,List airlines serving between Denver and San Francisco while providing the stopover city and time for flight US Air 2153 from San Francisco to Baltimore.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Give me the latest flight tomorrow on American Airlines from Milwaukee to Tacoma and the lowest fare from Atlanta to Denver on May seventh, please.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,How many flights are there between San Francisco and Philadelphia on August eighteenth while also listing all flights from Boston to San Francisco with more than 3 stops?,"(atis_quantity, atis_flight)","(atis_quantity, atis_flight)",1,2
Llama-1B, what flights are available between philadelphia and denver on september sixteenth,(atis_flight),(atis_flight),1,1
Llama-1B,Find me a flight from Atlanta to Baltimore while also providing the fares for flights between Atlanta and DFW offered by Delta Airlines.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Show me the list of US Air flights between Boston and DC and tell me what airlines operate from Washington DC to Columbus.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,Show me the fare for US flight 3357 from Philadelphia to Baltimore while also checking what flights are available from Pittsburgh to Los Angeles.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, id like to know what type of plane flies from boston to dallas fort worth after 530,(atis_aircraft),(atis_aircraft),1,1
Llama-1B, atlanta to oakland thursday,(atis_flight),(atis_flight),1,1
Llama-1B, looking for a flight from dc to minnesota,(atis_flight),(atis_flight),1,1
Llama-1B,Show me the airlines that fly from San Francisco to Boston and could you also show me all weekday flights from Phoenix to Denver.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, what flights from newark to los angeles on wednesday,(atis_flight),(atis_flight),1,1
Llama-1B,Show me all flights from Charlotte to Philadelphia and the cities served by NationAir.,"(atis_flight, atis_city)","(atis_flight, atis_city)",1,2
Llama-1B,I need to know what type of aircraft is used flying from Atlanta to Denver before 12 noon and also find me a flight from Denver to Washington DC on Wednesday.,"(atis_aircraft, atis_flight)","(atis_aircraft, atis_flight)",1,2
Llama-1B,"Show me times for coach flights between Boston and Baltimore on Wednesday, list all flights going from Boston to Atlanta before 7 o'clock AM on Thursday, and tell me the cheapest fare from Atlanta to Boston on the thirty-first of August.","(atis_flight_time, atis_flight, atis_airfare)","(atis_flight_time, atis_flight, atis_airfare)",1,3
Llama-1B,"I would like to know which airlines provide direct flights between Washington and Denver, what airlines fly from Boston to Oakland, and the fares and flights from Denver to Philadelphia.","(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B,Show me the flights from Boston to Pittsburgh on Wednesday or Thursday while checking if there is ground transportation from the Pittsburgh airport to downtown Pittsburgh.,"(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B, what flights leave from phoenix,(atis_flight),(atis_flight),1,1
Llama-1B,Give me the flights and fares on December twenty-seventh from Orlando to Indianapolis while also showing all Monday flights from San Francisco to Pittsburgh.,"(atis_airfare, atis_flight)","(atis_flight#atis_airfare, atis_flight)",0,2
Llama-1B, id like an afternoon flight from atlanta to san francisco with a stopover in denver arriving id say about mealtime,(atis_flight),(atis_flight),1,1
Llama-1B,Show me the flights from Miami to Denver while also showing the price of all flights from Atlanta to Washington DC.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"Let's see how much a direct flight from Atlanta to Denver on May seventh would be, and I need a flight from Denver to Philadelphia.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"Which airline can fly me from Atlanta to Denver to San Francisco, how long does it take to get from Denver to Oakland, and fly from Denver to Philadelphia on Continental?","(atis_airline, atis_distance, atis_flight)","(atis_airline, atis_distance, atis_flight)",1,3
Llama-1B, i need information on ground transportation from the airport in atlanta,(atis_ground_service),(atis_ground_service),1,1
Llama-1B,"Please show me all airlines with Sunday flights from Philadelphia to Denver, and what flights are available from Denver to Baltimore in first class on United Airlines arriving May seventh before noon, as well as the first class fare on United flight 352 from Denver to Boston.","(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B,"What type of aircraft is used on the flight from Atlanta to Philadelphia before 12 o'clock noon, is there transportation from the Atlanta airport to downtown Atlanta, and I want to leave Philadelphia and arrive in Atlanta on a Thursday.","(atis_aircraft, atis_ground_service, atis_flight)","(atis_aircraft, atis_ground_service, atis_flight)",1,3
Llama-1B, i need a cheap flight from baltimore to san francisco,(atis_flight),(atis_flight),1,1
Llama-1B,Show me fares and flights from Pittsburgh to Philadelphia and what flights go from Boston to Pittsburgh after 6 o'clock next Tuesday.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Is there transportation from the Atlanta airport to downtown Atlanta as I would like to go from Atlanta to Denver on Tuesday?,"(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,Show me the direct flights from San Francisco to Boston and the flight numbers from Minneapolis to Long Beach on June twenty-sixth.,"(atis_flight_no, atis_flight)","(atis_flight_no, atis_flight)",1,2
Llama-1B, show me all flights from san francisco to oakland,(atis_flight),(atis_flight),1,1
Llama-1B, list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,(atis_flight),(atis_flight),1,1
Llama-1B,"List all flights on Continental leaving Denver on Sunday after 2134, identify which airlines fly from Toronto to San Diego with a stopover in Denver, and let's see how much a direct flight from Atlanta to Denver would be on May seventh.","(atis_flight, atis_airline, atis_airfare)","(atis_flight, atis_airline, atis_airfare)",1,3
Llama-1B,"Show me fares from Philadelphia to San Francisco on Thursday morning while providing flights from Atlanta to Boston on Wednesday and Thursday, and tell me the times of the flights between Boston and Baltimore.","(atis_airfare, atis_flight, atis_flight_time)","(atis_airfare, atis_flight, atis_flight_time)",1,3
Llama-1B, i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week,(atis_aircraft),(atis_aircraft),1,1
Llama-1B,"Show me the airlines that fly from Toronto to San Francisco, and I would also like a flight from Boston to San Francisco that leaves before 8 AM.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Show me the airlines with information on American Airlines from Fort Worth, Texas, to Philadelphia, and define airline US.","(atis_airline, atis_flight, atis_abbreviation)","(atis_airline, atis_flight, atis_abbreviation)",1,3
Llama-1B,Please show me all the flights from Denver to Oakland that are nonstop while also showing me airports in Washington DC.,"(atis_airport, atis_flight)","(atis_airport, atis_flight)",1,2
Llama-1B,"Please list flights between Denver and Boston while also telling me what ground transportation is there from Denver, and let's see how much a direct flight from Atlanta to Denver would be on May seventh.","(atis_flight, atis_ground_service, atis_airfare)","(atis_flight, atis_ground_service, atis_airfare)",1,3
Llama-1B,"What fare codes cover flights from Philadelphia to San Francisco, and what flights are available from Philadelphia to Denver on Sundays?","(atis_abbreviation, atis_flight)","(atis_abbreviation, atis_flight)",1,2
Llama-1B,I would like a flight from Philadelphia to Dallas that makes a stop in Atlanta and would also like to know the flights and fares from Atlanta to Philadelphia.,"(atis_flight, atis_airfare)","(atis_flight, atis_flight#atis_airfare)",0,2
Llama-1B,"What are the flights from Pittsburgh to Oakland, and I need fare information from Denver to Pittsburgh.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"Find a nonstop flight between Denver and Oakland that leaves in the afternoon and arrives near 5 PM, provide the flight number and time for the cheapest first class fare from San Francisco to Pittsburgh leaving after 8 PM Monday night, and find the cheapest one-way fare from Boston to Oakland.","(atis_flight, atis_flight_no, atis_airfare)","(atis_flight, atis_flight_no, atis_airfare)",1,3
Llama-1B,"Show me fares and flights from Denver to Philadelphia, and check if there is a flight from Atlanta to San Francisco that stops over in Denver.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Can I take a single airline from LA to Charlotte to Newark back to LA while also getting flights from Atlanta to Boston on Wednesday and Thursday?,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, philadelphia to san francisco,(atis_flight),(atis_flight),1,1
Llama-1B,Please list the flight times for Boston to Pittsburgh and show me a list of flights from Boston to DC arriving before 9 AM on July twenty-second.,"(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"Please list flights between Denver and Boston while showing me a list of ground transportation at Boston airport, and find me the cheapest fare from Boston to San Francisco.","(atis_flight, atis_ground_service, atis_airfare)","(atis_flight, atis_ground_service, atis_airfare)",1,3
Llama-1B,"Please tell me the flights and fares between Boston and Philadelphia next Thursday, and also let me know what airlines fly from Boston to Denver.","(atis_airline, atis_flight, atis_airfare)","(atis_flight, atis_airline, atis_flight#atis_airfare)",0,3
Llama-1B, list the three earliest flights from atlanta to philadelphia on wednesday,(atis_flight),(atis_flight),1,1
Llama-1B,"What are the evening flights flying out of Dallas and going to San Francisco on American Airlines, and what type of aircraft are used on flights from Cleveland to Dallas that leave before noon?","(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B,"Please give me the prices for all flights from Philadelphia to Denver Airport next Sunday, show me all flights from Denver to San Francisco next Wednesday which leave after noon, and let me know if there are any airlines that have flights from Boston to Philadelphia that leave before 6:30 AM.","(atis_airfare, atis_flight, atis_airline)","(atis_airfare, atis_flight, atis_airline)",1,3
Llama-1B,Show me the fare for Delta flight 296 from Atlanta to Philadelphia and ensure it is a nonstop flight.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Please show all flights from Philadelphia to Denver Airport next Sunday and give me the lowest fare from Atlanta to Denver on May seventh.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, is there a flight from boston to san francisco making a stopover in dallas fort worth,(atis_flight),(atis_flight),1,1
Llama-1B, show me the fares on all flights round trip from pittsburgh to oakland,(atis_airfare),(atis_airfare),1,1
Llama-1B,"Show me round trip fares from Denver to Philadelphia, list the flights from New York to Los Angeles, and tell me what first class airplane goes from Philadelphia to San Francisco with a stop in Dallas in the afternoon on Monday.","(atis_airfare, atis_aircraft, atis_flight)","(atis_airfare, atis_aircraft, atis_flight)",1,3
Llama-1B,"Which airlines fly between Boston and Philadelphia, and I am looking to get one airfare from Baltimore to San Francisco on a 747 leaving August twenty-seventh; then list the flights from Atlanta to Philadelphia early Wednesday morning nonstop.","(atis_airline, atis_airfare, atis_flight)","(atis_airline, atis_airfare, atis_flight)",1,3
Llama-1B,Show me all flights from Baltimore to San Francisco while also providing information on ground transport available in Baltimore.,"(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B,Does any airline have an afternoon flight from Atlanta to Boston or flights from Atlanta to Washington DC?,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, all northwest flights with stopovers in denver,(atis_flight),(atis_flight),1,1
Llama-1B,"What airlines have flights from Boston to Philadelphia that leave before 6:30 AM, what flights are available from Pittsburgh to Boston on Wednesday of next week, and how many daily US Air flights are there between Philadelphia and Pittsburgh?","(atis_airline, atis_flight, atis_quantity)","(atis_airline, atis_flight, atis_quantity)",1,3
Llama-1B,"What is the last flight from San Francisco to Dallas Fort Worth, and how many United flights are there to San Francisco?","(atis_flight, atis_quantity)","(atis_flight, atis_quantity)",1,2
Llama-1B,Please show me fares from Denver to San Francisco while also showing flights from Denver to Washington DC on a Wednesday.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"Does American Airlines fly to San Francisco from Atlanta, and what kind of aircraft is used on the first class American Airlines flight from Philadelphia to San Francisco stopping in Dallas, while also listing the fares of the Delta Airlines flights from Boston to Philadelphia?","(atis_flight, atis_aircraft, atis_airfare)","(atis_flight, atis_aircraft, atis_airfare)",1,3
Llama-1B,"I would like to book a flight from Chicago to Seattle on June first, and also, what time is the last flight from Washington to San Francisco?","(atis_flight, atis_flight_time)","(atis_flight, atis_flight_time)",1,2
Llama-1B,"Which United Airlines flight flies across this continent, leaving from Boston to Dallas with a stopover in Philadelphia, and which airlines fly from Toronto to San Diego with a stopover in Denver?","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, please give me fares from denver to philadelphia,(atis_airfare),(atis_airfare),1,1
Llama-1B,Show me flights from Oakland to Dallas on Sunday while also providing the fare on the US Air 1039 from Denver to Pittsburgh on April twenty.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,I'd like to fly from Atlanta to Denver on August twenty-ninth and can you show me one-way economy fares from Dallas to Atlanta?,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,(atis_flight),(atis_flight),1,1
Llama-1B,"Hello, I would like to plan a flight from Boston to Denver with a stop in Philadelphia, so please show me airlines with round trip flights, and can you also help me with ground transportation information to get from the airport in Philadelphia to downtown Philadelphia.","(atis_flight, atis_ground_service, atis_airline)","(atis_flight, atis_ground_service, atis_airline)",1,3
Llama-1B,"Show me all flights from Pittsburgh to Baltimore while also showing the schedule for airlines leaving Pittsburgh going to San Francisco for next Monday, and tell me how far the airport is from downtown Pittsburgh.","(atis_flight, atis_distance, atis_flight_time)","(atis_flight, atis_distance, atis_flight_time)",1,3
Llama-1B, how much is a first class ticket from boston to san francisco,(atis_airfare),(atis_airfare),1,1
Llama-1B,"Could you please give me the round trip fare from Denver to Atlanta, show me all airlines with Sunday flights from Philadelphia to Denver, and I'm also interested in flying from Boston to Atlanta.","(atis_flight, atis_airfare, atis_airline)","(atis_flight, atis_airfare, atis_airline)",1,3
Llama-1B,"I need to fly from Boston to Denver, then to San Francisco and back, so can you tell me what airline flies between Denver and San Francisco?","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,(atis_flight),(atis_flight),1,1
Llama-1B, id like information on all the flights from san francisco to pittsburgh on tuesday,(atis_flight),(atis_flight),1,1
Llama-1B,Please give ground transportation at Denver airport while listing the Northwest Airlines flights that leave Denver before noon.,"(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,"Please list the flights and their cost of all airlines flying from Denver to Baltimore, show me all flights from San Francisco to Pittsburgh on a Monday, and tell me what airlines fly from Boston to San Francisco.","(atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_flight#atis_airfare)",0,3
Llama-1B,"What flights are there on Wednesday evening from Denver to SFO, and I would like the cheapest one-way fare from Dallas to Denver.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"What flights do you have leaving Boston going to San Francisco and what is the schedule for flights from Boston to San Francisco for August first, also what’s the fare from Washington to Boston?","(atis_flight, atis_flight_time, atis_airfare)","(atis_flight, atis_flight_time, atis_airfare)",1,3
Llama-1B,I want a list of flights from Pittsburgh to Baltimore on Thursday that arrive in Baltimore before 10 AM and list the types of planes that fly between Pittsburgh and Baltimore.,"(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B,Could you tell me the cheapest fare from Atlanta to Boston on the thirty-first of August and find me a flight from Boston to San Francisco via Dallas Fort Worth?,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city,(atis_flight),(atis_flight),1,1
Llama-1B, whats the earliest flight from boston to philadelphia,(atis_flight),(atis_flight),1,1
Llama-1B,"Display all flights from Toronto to San Diego on US Air stopping over in Denver, and tell me which airline serves Denver, Pittsburgh, and Atlanta.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Show me fares from Houston to Las Vegas, and also show me flights from Dallas to Baltimore while indicating which airline offers the cheapest rate for that route on July fourth.","(atis_airfare, atis_airline, atis_flight)","(atis_airfare, atis_airline, atis_flight)",1,3
Llama-1B,"Show me the first class fares from Boston to Denver and tell me what the cheapest flight from Denver to Pittsburgh is, leaving on September twenty-eighth.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, id like to see all the flights with their fares from denver to atlanta,(atis_flight),(atis_flight),1,1
Llama-1B,"What is the earliest flight from Boston to BWI that serves a snack, what’s the schedule of flights from Atlanta to Boston on August first, and what type of aircraft leaves from Boston to Washington DC at 9 AM?","(atis_flight, atis_flight_time, atis_aircraft)","(atis_flight, atis_flight_time, atis_aircraft)",1,3
Llama-1B, show me the flights from st petersburg to salt lake city that arrive before noon,(atis_flight),(atis_flight),1,1
Llama-1B,"What is the cheapest one-way fare from Boston to Baltimore, and what is the first flight from Boston to Dallas?","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Please list the flights from Dallas Fort Worth to Boston on July twenty-third and provide the time of all flights from San Francisco to Pittsburgh on Sunday.,"(atis_flight, atis_flight_time)","(atis_flight, atis_flight_time)",1,2
Llama-1B,"Show me the flights from Pittsburgh to Philadelphia and please show me airlines with flight service from Boston to Denver, from Denver to Philadelphia, and from Philadelphia to Boston.","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,I need a flight from Denver to Washington DC on Wednesday and want to know what airlines leave from Washington.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,Show all flights from Pittsburgh to Oakland while also providing ground transportation information for Pittsburgh.,"(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B,List flights from Denver to Philadelphia while checking what airlines have nonstop early afternoon flights from Boston to Denver.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Please tell me the distance from Boston airport to Boston, whether there are nonstop or connecting flights from Seattle to Boston, and the cheapest fare from Atlanta to Boston.","(atis_distance, atis_flight, atis_airfare)","(atis_distance, atis_flight, atis_airfare)",1,3
Llama-1B, what are the flights from dallas to san francisco on tuesday october first,(atis_flight),(atis_flight),1,1
Llama-1B,"Is there a round trip flight from Baltimore to Dallas connecting in Denver, and is there ground transportation available in Denver?","(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B, what are the flights from boston to baltimore,(atis_flight),(atis_flight),1,1
Llama-1B, what is the available ground transportation between san francisco and downtown,(atis_ground_service),(atis_ground_service),1,1
Llama-1B,Please list the flight times from Newark to Boston and show me the airlines between Boston and Denver.,"(atis_flight_time, atis_airline)","(atis_flight_time, atis_airline)",1,2
Llama-1B,"What's the fare from Washington to Boston, and then I’d like to go from Boston to Pittsburgh to find the cheapest flight.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"What flights leave Denver before noon on Northwest Airlines, and what is the flight number for the Continental flight which leaves Denver at 12:20 PM and goes to San Francisco?","(atis_flight, atis_flight_no)","(atis_flight, atis_flight_no)",1,2
Llama-1B,"I'd like a flight from Washington that stops in Denver and goes on to San Francisco, while also finding the cheapest one-way fare from Boston to Denver.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"Show me afternoon weekday flights available from Pittsburgh to Atlanta, indicate which airline has the smallest plane leaving Pittsburgh and arriving in Baltimore on July fourth, and show me round trip fares from Pittsburgh to Philadelphia.","(atis_flight, atis_airline, atis_airfare)","(atis_flight, atis_airline, atis_airfare)",1,3
Llama-1B,"List flights from Pittsburgh to Los Angeles which leave on Thursday after 5 PM, and tell me what the distance is from Los Angeles International Airport to Los Angeles.","(atis_distance, atis_flight)","(atis_distance, atis_flight)",1,2
Llama-1B,"I would like a flight from Baltimore to San Francisco on TWA with a stop in Denver, and show me the airlines that fly between Toronto and Denver.","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Show me all flights from Pittsburgh to Boston, both direct and connecting, that depart Pittsburgh after 7 PM, and provide information on ground transportation between the airport and downtown in Boston.","(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B,"What is the cost of a round trip ticket flying from Boston to Dallas to Oakland leaving July first, and which transcontinental flight on United Airlines from Boston to Dallas makes a stopover in Philadelphia?","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"Please list all flights from Denver to Philadelphia two Saturdays from now, and provide the time of your earliest morning flight from Philadelphia to Washington on American Airlines, while also telling me how many flights there are between San Francisco and Philadelphia on August eighteenth.","(atis_flight, atis_flight_time, atis_quantity)","(atis_flight, atis_flight_time, atis_quantity)",1,3
Llama-1B, im interested in flights from denver to pittsburgh,(atis_flight),(atis_flight),1,1
Llama-1B,"What flights from Boston to Pittsburgh are there after 7:23 PM, and what ground transportation is available from the airport in Boston to downtown?","(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,Please show me round trip tickets from Denver to Oakland and tell me the earliest flight leaving Denver going to Boston.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Please give me round trip fares from Pittsburgh to Philadelphia while showing me the flights from Philadelphia to Dallas with a stop in Atlanta.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,List departure times from Denver to Philadelphia which are later than 10 o'clock and earlier than 2 PM while also finding the earliest flight from Denver to Boston that serves dinner.,"(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B, id like to fly from cleveland to indianapolis tomorrow morning as early as possible whats available,(atis_flight),(atis_flight),1,1
Llama-1B,"Do you have any airlines that would stop at Denver on the way from Baltimore to San Francisco, and I'd like a nonstop flight from Indianapolis to San Diego that serves dinner; what's available?","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"On United Airlines, give me the flight times from Boston to Dallas as I would like to fly from Dallas to Denver on the morning of August twenty-seventh, leaving at 6:50.","(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"Which airlines fly from Boston to Washington DC with a stopover in another city, and what is the last flight out of Pittsburgh to Boston in the evening on Tuesdays?","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, is there an american airlines flight in the evening from dallas to san francisco,(atis_flight),(atis_flight),1,1
Llama-1B,Show me the least expensive flight from Miami to New York on a Sunday with first class fare while also providing the cheapest one-way fare from Atlanta to Boston.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Show me all flights from San Francisco to Washington DC while also finding out what kind of plane is used on the earliest afternoon flight from Boston to San Francisco.,"(atis_aircraft, atis_flight)","(atis_aircraft, atis_flight)",1,2
Llama-1B,I would like a flight from Philadelphia to Dallas on American Airlines and tell me the distance from Orlando airport to the city.,"(atis_flight, atis_distance)","(atis_flight, atis_distance)",1,2
Llama-1B,Show me the airfare from Pittsburgh to San Francisco and list the round trip flights from St. Paul to San Jose.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, what are the flights from denver to pittsburgh,(atis_flight),(atis_flight),1,1
Llama-1B,"Show me flights from Boston to Baltimore in coach on Wednesday around 12 noon, and tell me what type of aircraft leaves from Boston to Washington DC before 9 am.","(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
